Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,5/3/2022,11:14:05,751,24.1,65.1
2,5/3/2022,11:14:10,752,24.1,65.0
3,5/3/2022,11:14:15,753,24.1,65.0
4,5/3/2022,11:14:20,754,24.1,64.9
5,5/3/2022,11:14:25,753,24.1,64.9
6,5/3/2022,11:14:30,753,24.1,64.8
7,5/3/2022,11:14:35,753,24.1,64.8
8,5/3/2022,11:14:40,752,24.1,64.7
9,5/3/2022,11:14:45,751,24.1,64.7
10,5/3/2022,11:14:50,750,24.1,64.6
11,5/3/2022,11:14:55,750,24.2,64.6
12,5/3/2022,11:15:00,749,24.2,64.5
13,5/3/2022,11:15:05,748,24.2,64.5
14,5/3/2022,11:15:10,746,24.2,64.4
15,5/3/2022,11:15:15,745,24.2,64.4
16,5/3/2022,11:15:20,745,24.2,64.3
17,5/3/2022,11:15:25,744,24.2,64.3
18,5/3/2022,11:15:30,744,24.2,64.3
19,5/3/2022,11:15:35,743,24.2,64.3
20,5/3/2022,11:15:40,742,24.2,64.3
21,5/3/2022,11:15:45,742,24.2,64.3
22,5/3/2022,11:15:50,742,24.2,64.3
23,5/3/2022,11:15:55,741,24.2,64.3
24,5/3/2022,11:16:00,740,24.2,64.3
25,5/3/2022,11:16:05,740,24.2,64.3
26,5/3/2022,11:16:10,740,24.2,64.3
27,5/3/2022,11:16:15,740,24.2,64.4
28,5/3/2022,11:16:20,740,24.2,64.4
29,5/3/2022,11:16:25,741,24.2,64.4
30,5/3/2022,11:16:30,742,24.2,64.4
31,5/3/2022,11:16:35,742,24.2,64.4
32,5/3/2022,11:16:40,743,24.2,64.5
33,5/3/2022,11:16:45,744,24.2,64.5
34,5/3/2022,11:16:50,744,24.2,64.5
35,5/3/2022,11:16:55,744,24.2,64.6
36,5/3/2022,11:17:00,744,24.2,64.7
37,5/3/2022,11:17:05,744,24.2,64.7
38,5/3/2022,11:17:10,744,24.2,64.8
39,5/3/2022,11:17:15,743,24.2,64.8
40,5/3/2022,11:17:20,743,24.1,64.9
41,5/3/2022,11:17:25,743,24.1,64.9
42,5/3/2022,11:17:30,742,24.1,65.0
43,5/3/2022,11:17:35,742,24.2,65.0
44,5/3/2022,11:17:40,742,24.1,65.1
45,5/3/2022,11:17:45,742,24.2,65.1
46,5/3/2022,11:17:50,742,24.2,65.2
47,5/3/2022,11:17:55,742,24.1,65.2
48,5/3/2022,11:18:00,741,24.1,65.2
49,5/3/2022,11:18:05,741,24.1,65.3
50,5/3/2022,11:18:10,741,24.1,65.3
51,5/3/2022,11:18:15,741,24.1,65.4
52,5/3/2022,11:18:20,741,24.1,65.5
53,5/3/2022,11:18:25,741,24.1,65.6
54,5/3/2022,11:18:30,742,24.1,65.6
55,5/3/2022,11:18:35,742,24.1,65.6
56,5/3/2022,11:18:40,743,24.1,65.6
57,5/3/2022,11:18:45,743,24.1,65.6
58,5/3/2022,11:18:50,743,24.1,65.7
59,5/3/2022,11:18:55,744,24.1,65.7
60,5/3/2022,11:19:00,744,24.1,65.7
61,5/3/2022,11:19:05,744,24.1,65.6
62,5/3/2022,11:19:10,744,24.1,65.6
63,5/3/2022,11:19:15,744,24.1,65.6
64,5/3/2022,11:19:20,744,24.1,65.6
65,5/3/2022,11:19:25,744,24.1,65.6
66,5/3/2022,11:19:30,744,24.1,65.6
67,5/3/2022,11:19:35,744,24.1,65.6
68,5/3/2022,11:19:40,744,24.1,65.6
69,5/3/2022,11:19:45,744,24.1,65.5
70,5/3/2022,11:19:50,743,24.1,65.4
71,5/3/2022,11:19:55,738,24.1,65.4
72,5/3/2022,11:20:00,739,24.1,65.4
73,5/3/2022,11:20:05,740,24.1,65.3
74,5/3/2022,11:20:10,741,24.1,65.3
75,5/3/2022,11:20:15,742,24.1,65.2
76,5/3/2022,11:20:20,742,24.1,65.2
77,5/3/2022,11:20:25,742,24.1,65.2
78,5/3/2022,11:20:30,743,24.1,65.1
79,5/3/2022,11:20:35,742,24.1,65.1
80,5/3/2022,11:20:40,742,24.1,65.0
81,5/3/2022,11:20:45,742,24.1,64.9
82,5/3/2022,11:20:50,741,24.1,64.9
83,5/3/2022,11:20:55,741,24.1,64.8
84,5/3/2022,11:21:00,740,24.1,64.7
85,5/3/2022,11:21:05,738,24.1,64.6
86,5/3/2022,11:21:10,737,24.2,64.6
87,5/3/2022,11:21:15,736,24.2,64.5
88,5/3/2022,11:21:20,736,24.2,64.5
89,5/3/2022,11:21:25,736,24.2,64.4
90,5/3/2022,11:21:30,736,24.2,64.4
91,5/3/2022,11:21:35,736,24.2,64.4
92,5/3/2022,11:21:40,736,24.2,64.4
93,5/3/2022,11:21:45,736,24.2,64.3
94,5/3/2022,11:21:50,735,24.2,64.2
95,5/3/2022,11:21:55,736,24.2,64.3
96,5/3/2022,11:22:00,737,24.2,64.3
97,5/3/2022,11:22:05,737,24.2,64.2
98,5/3/2022,11:22:10,736,24.2,64.2
99,5/3/2022,11:22:15,736,24.2,64.3
100,5/3/2022,11:22:20,736,24.2,64.3
101,5/3/2022,11:22:25,736,24.2,64.3
102,5/3/2022,11:22:30,735,24.2,64.3
103,5/3/2022,11:22:35,736,24.2,64.2
104,5/3/2022,11:22:40,735,24.2,64.3
105,5/3/2022,11:22:45,735,24.2,64.4
106,5/3/2022,11:22:50,735,24.2,64.3
107,5/3/2022,11:22:55,735,24.2,64.4
108,5/3/2022,11:23:00,734,24.2,64.4
109,5/3/2022,11:23:05,721,24.2,64.5
110,5/3/2022,11:23:10,721,24.2,64.5
111,5/3/2022,11:23:15,722,24.2,64.6
112,5/3/2022,11:23:20,722,24.2,64.6
113,5/3/2022,11:23:25,722,24.2,64.7
114,5/3/2022,11:23:30,724,24.2,64.8
115,5/3/2022,11:23:35,724,24.2,64.8
116,5/3/2022,11:23:40,725,24.1,64.9
117,5/3/2022,11:23:45,726,24.1,65.0
118,5/3/2022,11:23:50,727,24.1,65.0
119,5/3/2022,11:23:55,727,24.1,65.1
120,5/3/2022,11:24:00,728,24.1,65.2
121,5/3/2022,11:24:05,728,24.1,65.2
122,5/3/2022,11:24:10,728,24.1,65.3
123,5/3/2022,11:24:15,729,24.1,65.3
124,5/3/2022,11:24:20,728,24.1,65.4
125,5/3/2022,11:24:25,729,24.1,65.4
126,5/3/2022,11:24:30,730,24.1,65.5
127,5/3/2022,11:24:35,730,24.1,65.6
128,5/3/2022,11:24:40,730,24.1,65.6
129,5/3/2022,11:24:45,730,24.1,65.6
130,5/3/2022,11:24:50,730,24.1,65.6
