Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,5/8/2022,16:14:05,746,24.0,65.6
2,5/8/2022,16:14:10,746,24.1,65.5
3,5/8/2022,16:14:15,745,24.1,65.5
4,5/8/2022,16:14:20,745,24.1,65.4
5,5/8/2022,16:14:25,743,24.1,65.3
6,5/8/2022,16:14:30,743,24.1,65.3
7,5/8/2022,16:14:35,743,24.1,65.2
8,5/8/2022,16:14:40,743,24.1,65.1
9,5/8/2022,16:14:45,742,24.1,65.1
10,5/8/2022,16:14:50,741,24.1,65.0
11,5/8/2022,16:14:55,741,24.1,65.0
12,5/8/2022,16:15:00,741,24.1,64.8
13,5/8/2022,16:15:05,739,24.1,64.8
14,5/8/2022,16:15:10,738,24.1,64.8
15,5/8/2022,16:15:15,738,24.1,64.6
16,5/8/2022,16:15:20,739,24.1,64.7
17,5/8/2022,16:15:25,739,24.1,64.6
18,5/8/2022,16:15:30,739,24.1,64.6
19,5/8/2022,16:15:35,740,24.1,64.6
20,5/8/2022,16:15:40,741,24.1,64.6
21,5/8/2022,16:15:45,742,24.1,64.6
22,5/8/2022,16:15:50,742,24.1,64.5
23,5/8/2022,16:15:55,742,24.1,64.5
24,5/8/2022,16:16:00,742,24.1,64.6
25,5/8/2022,16:16:05,741,24.1,64.6
26,5/8/2022,16:16:10,741,24.1,64.5
27,5/8/2022,16:16:15,741,24.1,64.5
28,5/8/2022,16:16:20,740,24.1,64.5
29,5/8/2022,16:16:25,740,24.1,64.6
30,5/8/2022,16:16:30,739,24.1,64.6
31,5/8/2022,16:16:35,739,24.1,64.7
32,5/8/2022,16:16:40,738,24.1,64.7
33,5/8/2022,16:16:45,738,24.1,64.7
34,5/8/2022,16:16:50,738,24.1,64.7
35,5/8/2022,16:16:55,737,24.1,64.8
36,5/8/2022,16:17:00,738,24.1,64.8
37,5/8/2022,16:17:05,739,24.1,64.9
38,5/8/2022,16:17:10,739,24.1,64.8
39,5/8/2022,16:17:15,740,24.1,64.9
40,5/8/2022,16:17:20,740,24.1,65.0
41,5/8/2022,16:17:25,740,24.1,65.0
42,5/8/2022,16:17:30,740,24.1,65.1
43,5/8/2022,16:17:35,740,24.1,65.1
44,5/8/2022,16:17:40,740,24.1,65.2
45,5/8/2022,16:17:45,740,24.1,65.2
46,5/8/2022,16:17:50,740,24.1,65.3
47,5/8/2022,16:17:55,740,24.1,65.3
48,5/8/2022,16:18:00,739,24.1,65.3
49,5/8/2022,16:18:05,740,24.1,65.4
50,5/8/2022,16:18:10,740,24.1,65.5
51,5/8/2022,16:18:15,741,24.1,65.5
52,5/8/2022,16:18:20,741,24.1,65.6
53,5/8/2022,16:18:25,740,24.1,65.7
54,5/8/2022,16:18:30,740,24.0,65.7
55,5/8/2022,16:18:35,741,24.1,65.7
56,5/8/2022,16:18:40,741,24.0,65.8
57,5/8/2022,16:18:45,741,24.0,65.9
58,5/8/2022,16:18:50,741,24.0,65.9
