Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,4/12/2022,15:14:05,749,24.1,65.4
2,4/12/2022,15:14:10,749,24.1,65.3
3,4/12/2022,15:14:15,750,24.1,65.3
4,4/12/2022,15:14:20,750,24.1,65.2
5,4/12/2022,15:14:25,751,24.1,65.1
6,4/12/2022,15:14:30,751,24.1,65.1
7,4/12/2022,15:14:35,751,24.1,65.0
8,4/12/2022,15:14:40,751,24.1,64.9
9,4/12/2022,15:14:45,752,24.1,64.8
10,4/12/2022,15:14:50,753,24.1,64.7
11,4/12/2022,15:14:55,753,24.1,64.7
12,4/12/2022,15:15:00,752,24.1,64.6
13,4/12/2022,15:15:05,752,24.1,64.5
14,4/12/2022,15:15:10,752,24.1,64.4
15,4/12/2022,15:15:15,752,24.1,64.4
16,4/12/2022,15:15:20,752,24.1,64.3
17,4/12/2022,15:15:25,752,24.1,64.3
18,4/12/2022,15:15:30,752,24.1,64.2
19,4/12/2022,15:15:35,752,24.1,64.2
20,4/12/2022,15:15:40,752,24.2,64.1
21,4/12/2022,15:15:45,752,24.2,64.1
22,4/12/2022,15:15:50,752,24.2,64.1
23,4/12/2022,15:15:55,752,24.2,64.1
24,4/12/2022,15:16:00,752,24.2,64.0
25,4/12/2022,15:16:05,752,24.2,64.0
26,4/12/2022,15:16:10,751,24.2,64.0
27,4/12/2022,15:16:15,751,24.2,63.9
28,4/12/2022,15:16:20,752,24.2,63.9
29,4/12/2022,15:16:25,751,24.2,63.9
30,4/12/2022,15:16:30,750,24.2,63.9
31,4/12/2022,15:16:35,749,24.2,63.9
32,4/12/2022,15:16:40,747,24.2,63.9
33,4/12/2022,15:16:45,747,24.2,63.9
34,4/12/2022,15:16:50,746,24.2,63.9
35,4/12/2022,15:16:55,745,24.2,63.9
36,4/12/2022,15:17:00,744,24.2,63.9
37,4/12/2022,15:17:05,744,24.2,63.9
38,4/12/2022,15:17:10,745,24.2,64.0
39,4/12/2022,15:17:15,746,24.2,64.0
40,4/12/2022,15:17:20,747,24.2,64.0
41,4/12/2022,15:17:25,746,24.2,64.1
42,4/12/2022,15:17:30,746,24.2,64.1
43,4/12/2022,15:17:35,746,24.2,64.1
44,4/12/2022,15:17:40,746,24.2,64.2
45,4/12/2022,15:17:45,745,24.2,64.2
46,4/12/2022,15:17:50,742,24.2,64.2
47,4/12/2022,15:17:55,740,24.2,64.3
48,4/12/2022,15:18:00,740,24.2,64.3
49,4/12/2022,15:18:05,740,24.2,64.4
50,4/12/2022,15:18:10,740,24.2,64.4
51,4/12/2022,15:18:15,741,24.2,64.5
52,4/12/2022,15:18:20,740,24.2,64.5
53,4/12/2022,15:18:25,740,24.2,64.6
54,4/12/2022,15:18:30,741,24.2,64.6
55,4/12/2022,15:18:35,741,24.1,64.7
56,4/12/2022,15:18:40,741,24.2,64.7
57,4/12/2022,15:18:45,741,24.2,64.7
58,4/12/2022,15:18:50,741,24.2,64.8
59,4/12/2022,15:18:55,741,24.1,64.8
60,4/12/2022,15:19:00,741,24.1,64.8
61,4/12/2022,15:19:05,740,24.1,64.9
62,4/12/2022,15:19:10,740,24.1,64.9
63,4/12/2022,15:19:15,740,24.1,65.0
64,4/12/2022,15:19:20,740,24.1,65.0
65,4/12/2022,15:19:25,740,24.1,65.0
66,4/12/2022,15:19:30,740,24.1,65.1
67,4/12/2022,15:19:35,739,24.1,65.1
68,4/12/2022,15:19:40,739,24.1,65.2
69,4/12/2022,15:19:45,739,24.1,65.2
70,4/12/2022,15:19:50,739,24.1,65.2
71,4/12/2022,15:19:55,738,24.1,65.3
72,4/12/2022,15:20:00,738,24.1,65.3
73,4/12/2022,15:20:05,738,24.1,65.4
74,4/12/2022,15:20:10,738,24.1,65.4
75,4/12/2022,15:20:15,737,24.1,65.4
76,4/12/2022,15:20:20,737,24.1,65.4
77,4/12/2022,15:20:25,737,24.1,65.3
78,4/12/2022,15:20:30,736,24.1,65.3
79,4/12/2022,15:20:35,736,24.1,65.2
80,4/12/2022,15:20:40,735,24.1,65.2
81,4/12/2022,15:20:45,735,24.1,65.1
82,4/12/2022,15:20:50,735,24.1,65.0
83,4/12/2022,15:20:55,735,24.1,65.0
84,4/12/2022,15:21:00,736,24.1,64.9
85,4/12/2022,15:21:05,736,24.1,64.8
86,4/12/2022,15:21:10,737,24.1,64.7
87,4/12/2022,15:21:15,737,24.1,64.6
88,4/12/2022,15:21:20,739,24.1,64.5
89,4/12/2022,15:21:25,740,24.1,64.5
90,4/12/2022,15:21:30,740,24.1,64.4
91,4/12/2022,15:21:35,741,24.2,64.3
92,4/12/2022,15:21:40,742,24.1,64.3
93,4/12/2022,15:21:45,742,24.1,64.2
94,4/12/2022,15:21:50,743,24.1,64.2
95,4/12/2022,15:21:55,743,24.1,64.1
96,4/12/2022,15:22:00,743,24.1,64.1
