Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,2/25/2022,08:24:45,761,24.3,64.5
2,2/25/2022,08:24:50,761,24.3,64.5
3,2/25/2022,08:24:55,762,24.2,64.4
4,2/25/2022,08:25:00,762,24.2,64.3
5,2/25/2022,08:25:05,762,24.3,64.2
6,2/25/2022,08:25:10,762,24.3,64.1
7,2/25/2022,08:25:15,762,24.3,64.0
8,2/25/2022,08:25:20,763,24.3,63.9
9,2/25/2022,08:25:25,763,24.3,63.8
10,2/25/2022,08:25:30,763,24.2,63.7
11,2/25/2022,08:25:35,763,24.2,63.6
12,2/25/2022,08:25:40,763,24.3,63.5
13,2/25/2022,08:25:45,763,24.2,63.4
14,2/25/2022,08:25:50,763,24.3,63.4
15,2/25/2022,08:25:55,762,24.3,63.3
16,2/25/2022,08:26:00,761,24.3,63.3
17,2/25/2022,08:26:05,760,24.3,63.2
18,2/25/2022,08:26:10,759,24.3,63.2
19,2/25/2022,08:26:15,758,24.3,63.1
20,2/25/2022,08:26:20,758,24.3,63.1
21,2/25/2022,08:26:25,757,24.3,63.1
22,2/25/2022,08:26:30,756,24.3,63.1
23,2/25/2022,08:26:35,756,24.3,63.0
24,2/25/2022,08:26:40,755,24.3,63.0
25,2/25/2022,08:26:45,755,24.3,63.0
26,2/25/2022,08:26:50,746,24.3,63.0
27,2/25/2022,08:26:55,746,24.3,63.0
28,2/25/2022,08:27:00,746,24.3,63.0
29,2/25/2022,08:27:05,746,24.3,63.0
30,2/25/2022,08:27:10,747,24.3,63.0
31,2/25/2022,08:27:15,748,24.3,63.0
32,2/25/2022,08:27:20,748,24.3,63.0
33,2/25/2022,08:27:25,749,24.3,63.0
34,2/25/2022,08:27:30,750,24.3,63.0
35,2/25/2022,08:27:35,751,24.3,63.1
36,2/25/2022,08:27:40,751,24.3,63.1
37,2/25/2022,08:27:45,751,24.3,63.1
38,2/25/2022,08:27:50,752,24.3,63.1
39,2/25/2022,08:27:55,753,24.3,63.2
40,2/25/2022,08:28:00,753,24.3,63.2
41,2/25/2022,08:28:05,752,24.3,63.2
42,2/25/2022,08:28:10,752,24.3,63.3
43,2/25/2022,08:28:15,751,24.3,63.3
44,2/25/2022,08:28:20,750,24.3,63.3
45,2/25/2022,08:28:25,750,24.3,63.4
46,2/25/2022,08:28:30,750,24.3,63.4
47,2/25/2022,08:28:35,750,24.3,63.4
48,2/25/2022,08:28:40,750,24.3,63.5
49,2/25/2022,08:28:45,751,24.3,63.5
50,2/25/2022,08:28:50,752,24.3,63.5
51,2/25/2022,08:28:55,752,24.3,63.6
52,2/25/2022,08:29:00,752,24.3,63.6
53,2/25/2022,08:29:05,754,24.3,63.7
54,2/25/2022,08:29:10,755,24.3,63.8
55,2/25/2022,08:29:15,755,24.3,63.8
56,2/25/2022,08:29:20,755,24.3,63.8
57,2/25/2022,08:29:25,755,24.3,63.9
58,2/25/2022,08:29:30,755,24.3,63.9
59,2/25/2022,08:29:35,754,24.3,64.0
60,2/25/2022,08:29:40,754,24.3,64.0
61,2/25/2022,08:29:45,754,24.3,64.0
62,2/25/2022,08:29:50,754,24.3,64.0
63,2/25/2022,08:29:55,753,24.3,64.1
64,2/25/2022,08:30:00,753,24.3,64.1
65,2/25/2022,08:30:05,753,24.3,64.2
66,2/25/2022,08:30:10,752,24.3,64.2
67,2/25/2022,08:30:15,752,24.3,64.3
68,2/25/2022,08:30:20,752,24.3,64.3
69,2/25/2022,08:30:25,752,24.3,64.3
70,2/25/2022,08:30:30,752,24.3,64.4
71,2/25/2022,08:30:35,753,24.3,64.4
72,2/25/2022,08:30:40,754,24.3,64.4
73,2/25/2022,08:30:45,754,24.3,64.5
74,2/25/2022,08:30:50,755,24.3,64.5
75,2/25/2022,08:30:55,755,24.3,64.6
76,2/25/2022,08:31:00,755,24.3,64.6
77,2/25/2022,08:31:05,756,24.3,64.6
78,2/25/2022,08:31:10,757,24.3,64.6
79,2/25/2022,08:31:15,757,24.3,64.6
80,2/25/2022,08:31:20,758,24.3,64.7
81,2/25/2022,08:31:25,758,24.3,64.7
82,2/25/2022,08:31:30,759,24.3,64.6
83,2/25/2022,08:31:35,760,24.3,64.5
84,2/25/2022,08:31:40,760,24.3,64.5
85,2/25/2022,08:31:45,760,24.3,64.4
86,2/25/2022,08:31:50,761,24.3,64.3
87,2/25/2022,08:31:55,760,24.3,64.2
88,2/25/2022,08:32:00,759,24.3,64.1
89,2/25/2022,08:32:05,759,24.2,64.0
90,2/25/2022,08:32:10,758,24.3,63.9
